Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
85;22214;"Genome Research";journal;"15495469, 10889051";"Cold Spring Harbor Laboratory Press";No;No;9,556;Q1;347;157;534;9396;6127;530;8,35;59,85;35,82;6;United States;Northern America;"Cold Spring Harbor Laboratory Press";"1991-2026";"Genetics (Q1); Genetics (clinical) (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
86;12394;"Nature Structural and Molecular Biology";journal;"15459993, 15459985";"Nature Research";No;No;9,448;Q1;317;164;488;7457;4911;439;10,22;45,47;32,69;7;United Kingdom;Western Europe;"Nature Research";"1998, 2004-2026";"Molecular Biology (Q1); Structural Biology (Q1)";"Biochemistry, Genetics and Molecular Biology"
87;11300153736;"Annual Review of Pathology: Mechanisms of Disease";book series;"15534006, 15534014";"Annual Reviews Inc.";No;No;9,417;Q1;162;20;56;2953;1334;56;23,11;147,65;33,93;5;United States;Northern America;"Annual Reviews Inc.";"2006-2021, 2023-2026";"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Medicine"
88;21100203106;"Foundations and Trends in Finance";journal;"15672409, 15672395";"Now Publishers Inc";No;No;9,231;Q1;26;2;3;186;29;3;0,00;93,00;0,00;2;United States;Northern America;"Now Publishers Inc";"2005-2015, 2017, 2020-2021, 2023-2025";"Economics and Econometrics (Q1); Finance (Q1)";"Economics, Econometrics and Finance"
89;19651;"Clinical Microbiology Reviews";journal;"08938512, 10986618";"American Society for Microbiology";No;No;9,177;Q1;358;36;103;10963;2929;102;25,65;304,53;35,10;1;United States;Northern America;"American Society for Microbiology";"1988-2025";"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)";"Immunology and Microbiology; Medicine"
90;17899;"Progress in Materials Science";journal;"18732208, 00796425";"Elsevier Ltd";No;No;9,172;Q1;278;42;154;15059;6166;154;40,66;358,55;25,13;4;United Kingdom;Western Europe;"Elsevier Ltd";"1961, 1963, 1968-1970, 1972-1974, 1976, 1978-1986, 1988-2026";"Materials Science (miscellaneous) (Q1)";"Materials Science"
91;4000151822;"Nature Physics";journal;"17452473, 17452481";"Nature Research";No;No;9,157;Q1;367;304;958;7918;11373;529;10,01;26,05;17,11;13;United Kingdom;Western Europe;"Nature Research";"2005-2026";"Physics and Astronomy (miscellaneous) (Q1)";"Physics and Astronomy"
92;12000154482;"Annual Review of Biophysics";book series;"19361238, 1936122X";"Annual Reviews Inc.";No;No;9,144;Q1;181;15;77;2037;1168;77;12,94;135,80;27,91;1;United States;Northern America;"Annual Reviews Inc.";"2008-2025";"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering"
93;21315;"Nature Immunology";journal;"15292908, 15292916";"Nature Research";No;No;9,074;Q1;468;245;741;8087;8037;584;10,05;33,01;37,78;19;United Kingdom;Western Europe;"Nature Research";"2000-2026";"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
94;21100220495;"The Lancet Respiratory Medicine";journal;"22132619, 22132600";"Elsevier Ltd";No;No;9,030;Q1;212;332;812;5254;5623;247;7,17;15,83;36,18;0;United Kingdom;Western Europe;"Elsevier Ltd";"2013-2026";"Pulmonary and Respiratory Medicine (Q1)";"Medicine"
95;40944;"Genome Biology";journal;"1474760X, 14747596";"BioMed Central Ltd";Yes;No;9,027;Q1;332;293;739;19386;8669;697;11,17;66,16;35,18;20;United Kingdom;Western Europe;"BioMed Central Ltd";"2000-2026";"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
96;14204;"Nucleic Acids Research";journal;"03051048, 13624962";"Oxford University Press";Yes;No;9,008;Q1;714;1105;3949;64264;59064;3942;16,11;58,16;37,41;46;United Kingdom;Western Europe;"Oxford University Press";"1974-2026";"Genetics (Q1)";"Biochemistry, Genetics and Molecular Biology"
97;24204;"Review of Economics and Statistics";journal;"00346535, 15309142";"MIT Press";No;No;8,999;Q1;219;65;213;3101;1224;213;5,46;47,71;21,23;61;United States;Northern America;"MIT Press";"1978-2025";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Social Sciences"
98;22899;"Journal of Consumer Research";journal;"00935301, 15375277";"Oxford University Press";No;No;8,916;Q1;248;44;188;2342;1479;186;6,29;53,23;53,77;7;United Kingdom;Western Europe;"Oxford University Press";"1975, 1977-1978, 1984, 1988, 1991-1992, 1996-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
99;6100153018;"Cell Stem Cell";journal;"19345909, 18759777";"Cell Press";No;No;8,860;Q1;329;190;598;9624;8160;548;13,59;50,65;40,49;34;United States;Northern America;"Cell Press";"2007-2026";"Cell Biology (Q1); Genetics (Q1); Molecular Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology"
100;17600155130;"National Center for Health Statistics Data Brief";journal;"19414927, 19414935";"United States National Center for Health Statistics";No;No;8,856;Q1;104;39;81;0;1620;81;12,31;0,00;72,88;0;United States;Northern America;"United States National Center for Health Statistics";"2007-2026";"Medicine (miscellaneous) (Q1)";"Medicine"
101;21100420583;"JAMA Oncology";journal;"23742445, 23742437";"American Medical Association";No;No;8,846;Q1;208;420;1280;5846;12180;601;8,91;13,92;38,52;108;United States;Northern America;"American Medical Association";"2015-2026";"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
102;21100860945;"Science Immunology";journal;"24709468";"American Association for the Advancement of Science";No;No;8,830;Q1;136;136;308;6609;3519;283;11,47;48,60;43,50;10;United States;Northern America;"American Association for the Advancement of Science";"2016-2026";"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
103;17700156208;"Nature Reviews Gastroenterology and Hepatology";journal;"17595045, 17595053";"Nature Research";No;No;8,801;Q1;236;138;474;8135;6466;249;13,91;58,95;34,68;18;United Kingdom;Western Europe;"Nature Research";"2009-2026";"Gastroenterology (Q1); Hepatology (Q1)";"Medicine"
104;19066;"Trends in Cell Biology";journal;"09628924, 18793088";"Elsevier Ltd";No;No;8,705;Q1;281;90;267;7459;4365;266;15,91;82,88;37,59;0;United Kingdom;Western Europe;"Elsevier Ltd";"1991-2026";"Cell Biology (Q1)";"Biochemistry, Genetics and Molecular Biology"
105;21100832985;"ACS Energy Letters";journal;"23808195";"American Chemical Society";No;No;8,632;Q1;252;448;1226;23706;23478;1154;19,40;52,92;26,49;18;United States;Northern America;"American Chemical Society";"2016-2026";"Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
106;21100237403;"The Lancet Diabetes and Endocrinology";journal;"22138595, 22138587";"Elsevier Ltd";No;No;8,596;Q1;207;216;632;4918;5769;220;8,57;22,77;43,76;0;United Kingdom;Western Europe;"Elsevier Ltd";"2013-2026";"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
107;24668;"Journal of the American Mathematical Society";journal;"10886834, 08940347";"American Mathematical Society";No;No;8,574;Q1;120;24;66;1138;370;66;5,66;47,42;5,66;0;United States;Northern America;"American Mathematical Society";"1988-2025";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics"
108;4700152228;"Molecular Systems Biology";journal;"17444292";"Springer Science and Business Media Deutschland GmbH";Yes;No;8,523;Q1;185;86;177;6024;1783;155;9,75;70,05;32,83;4;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2005-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Immunology and Microbiology; Mathematics; Medicine"
109;21272;"Journal of Experimental Medicine";journal;"00221007, 15409538";"Rockefeller University Press";No;No;8,483;Q1;513;283;686;16620;8337;656;11,15;58,73;43,21;8;United States;Northern America;"Rockefeller University Press";"1896-1902, 1905-2026";"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)";"Immunology and Microbiology; Medicine"
110;22657;"Accounts of Chemical Research";journal;"00014842, 15204898";"American Chemical Society";No;No;8,454;Q1;495;256;986;16622;20504;966;20,92;64,93;27,66;3;United States;Northern America;"American Chemical Society";"1968-2026";"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)";"Chemistry; Medicine"
111;20206;"Academy of Management Review";journal;"03637425";"Academy of Management";No;No;8,446;Q1;334;54;152;5402;1371;130;7,16;100,04;31,62;4;United States;Northern America;"Academy of Management";"1976-1991, 1993-2025";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting"
112;28366;"Gut";journal;"14683288, 00175749";"BMJ Publishing Group";No;No;8,413;Q1;385;342;892;11586;13168;614;13,85;33,88;37,14;81;United Kingdom;Western Europe;"BMJ Publishing Group";"1960-2026";"Gastroenterology (Q1)";"Medicine"
113;17814;"Materials Science and Engineering R: Reports";journal;"0927796X";"Elsevier B.V.";No;No;8,366;Q1;192;26;40;11204;1404;40;36,64;430,92;27,21;1;Netherlands;Western Europe;"Elsevier B.V.";"1993-2026";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)";"Engineering; Materials Science; Physics and Astronomy"
114;19700188417;"Annual Review of Condensed Matter Physics";journal;"19475454, 19475462";"Annual Reviews Inc.";No;No;8,316;Q1;102;23;64;3185;1130;64;16,07;138,48;10,96;1;United States;Northern America;"Annual Reviews Inc.";"2010-2025";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)";"Materials Science; Physics and Astronomy"
115;11700154368;"Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques";journal;"16181913, 00738301";"Springer Verlag";No;No;8,298;Q1;54;10;26;505;120;26;4,25;50,50;0,00;0;Germany;Western Europe;"Springer Verlag";"1959-2000, 2003, 2005-2025";"Mathematics (miscellaneous) (Q1)";"Mathematics"
116;4600151524;"Annual Review of Clinical Psychology";book series;"15485951, 15485943";"Annual Reviews Inc.";No;No;8,259;Q1;166;18;66;2365;1227;62;16,35;131,39;41,86;8;United States;Northern America;"Annual Reviews Inc.";"2005-2025";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
117;20246;"Journal of Labor Economics";journal;"0734306X, 15375307";"University of Chicago Press";No;No;8,184;Q1;143;32;125;1492;549;123;4,01;46,63;35,71;32;United States;Northern America;"University of Chicago Press";"1985-1989, 1991, 1993, 1995-2026";"Economics and Econometrics (Q1); Industrial Relations (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
118;21191;"Pharmacological Reviews";journal;"15210081, 00316997";"Elsevier Inc.";No;No;8,176;Q1;273;26;65;10316;1443;65;22,68;396,77;36,99;2;United States;Northern America;"Elsevier Inc.";"1949, 1951-2026";"Molecular Medicine (Q1); Pharmacology (Q1)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
119;27538;"Progress in Energy and Combustion Science";journal;"03601285";"Elsevier B.V.";No;No;8,089;Q1;257;31;98;8417;3507;97;30,86;271,52;22,90;7;United Kingdom;Western Europe;"Elsevier B.V.";"1975-2026";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)";"Chemical Engineering; Energy"
120;28599;"Reviews of Geophysics";journal;"19449208, 87551209";"John Wiley and Sons Inc";No;No;8,087;Q1;219;26;84;9315;2064;80;21,96;358,27;25,28;0;United States;Northern America;"John Wiley and Sons Inc";"1963-2026";"Geophysics (Q1)";"Earth and Planetary Sciences"
121;24769;"Materials Today";journal;"13697021, 18734103";"Elsevier B.V.";Yes;No;8,071;Q1;262;145;319;16054;5942;218;25,60;110,72;27,27;3;Netherlands;Western Europe;"Elsevier B.V.";"1999, 2002-2026";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)";"Engineering; Materials Science; Physics and Astronomy"
122;21100904988;"Trends in Chemistry";journal;"25895974";"Cell Press";No;No;8,037;Q1;86;113;91;7403;1412;83;15,52;65,51;27,30;3;United States;Northern America;"Cell Press";"2019-2026";"Chemistry (miscellaneous) (Q1)";"Chemistry"
123;24721;"Annals of Mathematics";journal;"0003486X, 19398980";"Department of Mathematics at Princeton University";No;No;8,010;Q1;153;37;110;1746;598;109;4,91;47,19;15,28;0;United States;Northern America;"Department of Mathematics at Princeton University";"1996-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
124;110092;"Morbidity and Mortality Weekly Report";journal;"01492195, 1545861X";"Centers for Disease Control and Prevention (CDC)";Yes;No;7,992;Q1;283;410;1065;3081;10380;619;11,31;7,51;61,86;89;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1981-2026";"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)";"Environmental Science; Health Professions; Medicine; Social Sciences"
125;5300152732;"Cell Host and Microbe";journal;"19346069, 19313128";"Cell Press";No;No;7,985;Q1;270;214;595;10281;7669;569;13,57;48,04;41,74;28;United States;Northern America;"Cell Press";"2007-2026";"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
126;21100265444;"The Lancet Global Health";journal;"2572116X, 2214109X";"Elsevier Ltd";Yes;No;7,970;Q1;168;325;969;4770;6351;296;6,36;14,68;35,36;0;United Kingdom;Western Europe;"Elsevier Ltd";"2013-2026";"Medicine (miscellaneous) (Q1)";"Medicine"
127;28711;"Annals of Oncology";journal;"15698041, 09237534";"Elsevier Ltd";No;No;7,954;Q1;331;263;1341;7651;15159;889;11,73;29,09;39,12;91;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2026";"Hematology (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)";"Medicine"
128;21100201772;"Physical Review X";journal;"21603308";"American Physical Society";Yes;No;7,940;Q1;218;280;731;19460;11271;726;15,94;69,50;16,47;0;United States;Northern America;"American Physical Society";"2011-2026";"Physics and Astronomy (miscellaneous) (Q1)";"Physics and Astronomy"
129;19900191884;"American Economic Journal: Economic Policy";journal;"19457731, 1945774X";"American Economic Association";No;No;7,868;Q1;106;51;143;2742;780;143;5,27;53,76;19,70;25;United States;Northern America;"American Economic Association";"2009-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
130;110325;"Annual Review of Ecology, Evolution, and Systematics";book series;"15452069, 1543592X";"Annual Reviews Inc.";No;No;7,849;Q1;263;25;74;3565;1217;74;12,94;142,60;39,44;6;United States;Northern America;"Annual Reviews Inc.";"2003-2025";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)";"Agricultural and Biological Sciences; Environmental Science"
131;28330;"Gastroenterology";journal;"15280012, 00165085";"W.B. Saunders";No;No;7,828;Q1;501;741;2044;19909;17257;935;7,86;26,87;37,83;147;United States;Northern America;"W.B. Saunders";"1945-2026";"Gastroenterology (Q1); Hepatology (Q1)";"Medicine"
132;19614;"Annual Review of Microbiology";book series;"00664227, 15453251";"Annual Reviews Inc.";No;No;7,817;Q1;229;40;94;5265;1482;91;14,45;131,63;36,13;1;United States;Northern America;"Annual Reviews Inc.";"1948, 1950-1958, 1960, 1962-2025";"Medicine (miscellaneous) (Q1); Microbiology (Q1)";"Immunology and Microbiology; Medicine"
133;22951;"Journal of Marketing";journal;"15477185, 00222429";"American Marketing Association";No;No;7,799;Q1;309;46;151;3468;1448;145;8,86;75,39;39,72;8;United States;Northern America;"American Marketing Association";"1939, 1941, 1956, 1958-1959, 1969-1981, 1984-1991, 1993-2026";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
