Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
84;22214;"Genome Research";journal;"15495469, 10889051";"Cold Spring Harbor Laboratory Press";No;No;9,245;Q1;347;179;509;11057;5453;505;10,86;61,77;36,60;18;United States;Northern America;"Cold Spring Harbor Laboratory Press";"1991-2026";"Genetics (Q1); Genetics (clinical) (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
85;6200180159;"World Psychiatry";journal;"20515545, 17238617";"John Wiley and Sons Inc";Yes;No;9,239;Q1;170;99;292;2923;2545;75;8,68;29,53;35,53;48;United States;Northern America;"John Wiley and Sons Inc";"2007-2026";"Psychiatry and Mental Health (Q1)";"Medicine"
86;13443;"Psychological Bulletin";journal;"00332909, 19391455";"American Psychological Association";No;No;9,231;Q1;396;41;138;8781;2697;128;20,05;214,17;46,83;20;United States;Northern America;"American Psychological Association";"1904-2025";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Psychology"
87;4000151822;"Nature Physics";journal;"17452473, 17452481";"Nature Research";No;No;9,128;Q1;367;339;902;8067;10922;624;11,68;23,80;18,66;11;United Kingdom;Western Europe;"Nature Research";"2005-2026";"Physics and Astronomy (miscellaneous) (Q1)";"Physics and Astronomy"
88;22471;"The Lancet Infectious Diseases";journal;"14744457, 14733099";"Elsevier Ltd";No;No;9,040;Q1;317;446;1356;8578;10228;466;6,91;19,23;40,62;0;United Kingdom;Western Europe;"Elsevier Ltd";"2001-2026";"Infectious Diseases (Q1)";"Medicine"
89;21706;"Annual Review of Genetics";book series;"15452948, 00664197";"Annual Reviews Inc.";No;No;8,931;Q1;214;22;74;3090;993;74;11,73;140,45;43,40;3;United States;Northern America;"Annual Reviews Inc.";"1970-2025";"Genetics (Q1)";"Biochemistry, Genetics and Molecular Biology"
90;14204;"Nucleic Acids Research";journal;"03051048, 13624962";"Oxford University Press";Yes;No;8,907;Q1;714;1259;3847;65571;48916;3839;11,43;52,08;37,48;59;United Kingdom;Western Europe;"Oxford University Press";"1974-2026";"Genetics (Q1)";"Biochemistry, Genetics and Molecular Biology"
91;11700154368;"Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques";journal;"16181913, 00738301";"Springer Verlag";No;No;8,890;Q1;54;10;25;497;110;25;4,63;49,70;8,70;0;Germany;Western Europe;"Springer Verlag";"1959-2000, 2003, 2005-2025";"Mathematics (miscellaneous) (Q1)";"Mathematics"
92;12394;"Nature Structural and Molecular Biology";journal;"15459993, 15459985";"Nature Research";No;No;8,792;Q1;317;168;500;7811;4639;458;9,07;46,49;34,22;4;United Kingdom;Western Europe;"Nature Research";"1998, 2004-2026";"Molecular Biology (Q1); Structural Biology (Q1)";"Biochemistry, Genetics and Molecular Biology"
93;12817;"Personnel Psychology";journal;"00315826, 17446570";"Wiley-Blackwell";No;No;8,770;Q1;183;22;69;2311;623;66;6,83;105,05;34,29;5;United States;Northern America;"Wiley-Blackwell";"1948-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
94;28980;"Journal of Economic Perspectives";journal;"08953309, 19447965";"American Economic Association";No;No;8,761;Q1;253;45;145;2710;1787;141;13,44;60,22;21,84;40;United States;Northern America;"American Economic Association";"1987, 1992-1994, 1996-2025";"Economics and Econometrics (Q1)";"Economics, Econometrics and Finance"
95;21100901949;"Nano Futures";journal;"23991984";"Institute of Physics Publishing";No;No;8,711;Q1;28;17;56;2226;183;3;3,27;130,94;39,73;1;United Kingdom;Western Europe;"Institute of Physics Publishing";"2017-2025";"Atomic and Molecular Physics, and Optics (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Engineering; Materials Science; Physics and Astronomy"
96;22657;"Accounts of Chemical Research";journal;"00014842, 15204898";"American Chemical Society";No;No;8,693;Q1;495;332;946;18923;19401;927;19,40;57,00;29,10;17;United States;Northern America;"American Chemical Society";"1968-2026";"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)";"Chemistry; Medicine"
97;19651;"Clinical Microbiology Reviews";journal;"08938512, 10986618";"American Society for Microbiology";No;No;8,664;Q1;358;36;97;9498;2243;95;23,19;263,83;42,33;0;United States;Northern America;"American Society for Microbiology";"1988-2025";"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)";"Immunology and Microbiology; Medicine"
98;22951;"Journal of Marketing";journal;"15477185, 00222429";"American Marketing Association";No;No;8,626;Q1;309;47;147;3515;1646;143;6,23;74,79;34,38;14;United States;Northern America;"American Marketing Association";"1939, 1941, 1956, 1958-1959, 1969-1981, 1984-1991, 1993-2026";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
99;24668;"Journal of the American Mathematical Society";journal;"10886834, 08940347";"American Mathematical Society";No;No;8,581;Q1;120;20;76;1097;419;76;6,00;54,85;13,33;0;United States;Northern America;"American Mathematical Society";"1988-2025";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics"
100;19700188417;"Annual Review of Condensed Matter Physics";journal;"19475454, 19475462";"Annual Reviews Inc.";No;No;8,574;Q1;102;22;58;2662;958;58;15,74;121,00;9,30;0;United States;Northern America;"Annual Reviews Inc.";"2010-2025";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)";"Materials Science; Physics and Astronomy"
101;11300153736;"Annual Review of Pathology: Mechanisms of Disease";book series;"15534006, 15534014";"Annual Reviews Inc.";No;No;8,508;Q1;162;20;59;3054;1076;59;17,89;152,70;32,26;5;United States;Northern America;"Annual Reviews Inc.";"2006-2021, 2023-2026";"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Medicine"
102;27538;"Progress in Energy and Combustion Science";journal;"03601285";"Elsevier B.V.";No;No;8,477;Q1;257;31;83;9662;2918;82;32,36;311,68;22,83;6;United Kingdom;Western Europe;"Elsevier B.V.";"1975-2026";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)";"Chemical Engineering; Energy"
103;23157;"Strategic Management Journal";journal;"10970266, 01432095";"John Wiley and Sons Ltd";No;No;8,430;Q1;370;91;439;7323;3237;427;6,36;80,47;25,65;35;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2026";"Business and International Management (Q1); Strategy and Management (Q1)";"Business, Management and Accounting"
104;19897;"European Urology";journal;"18737560, 03022838";"Elsevier B.V.";No;No;8,192;Q1;288;495;1556;8208;10826;587;6,48;16,58;31,20;96;Netherlands;Western Europe;"Elsevier B.V.";"1975-2026";"Urology (Q1)";"Medicine"
105;12216;"Molecular Biology and Evolution";journal;"15371719, 07374038";"Oxford University Press";Yes;No;8,162;Q1;264;236;843;15382;13186;772;10,30;65,18;34,80;16;United Kingdom;Western Europe;"Oxford University Press";"1983-2026";"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
106;17552;"Acta Neuropathologica";journal;"00016322, 14320533";"Springer Science and Business Media Deutschland GmbH";No;No;8,158;Q1;241;139;405;8839;6216;326;11,31;63,59;43,61;18;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1961-2026";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Neuroscience"
107;17899;"Progress in Materials Science";journal;"18732208, 00796425";"Elsevier Ltd";No;No;8,137;Q1;278;54;149;22297;5097;149;35,13;412,91;17,91;1;United Kingdom;Western Europe;"Elsevier Ltd";"1961, 1963, 1968-1970, 1972-1974, 1976, 1978-1986, 1988-2026";"Materials Science (miscellaneous) (Q1)";"Materials Science"
108;29229;"Physics Reports";journal;"03701573";"Elsevier B.V.";No;No;8,069;Q1;347;51;159;16466;4893;158;26,40;322,86;14,86;3;Netherlands;Western Europe;"Elsevier B.V.";"1971-2026";"Physics and Astronomy (miscellaneous) (Q1)";"Physics and Astronomy"
109;21100832985;"ACS Energy Letters";journal;"23808195";"American Chemical Society";No;No;8,057;Q1;252;402;1025;18498;17381;962;17,34;46,01;26,20;17;United States;Northern America;"American Chemical Society";"2016-2026";"Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
110;21100265444;"The Lancet Global Health";journal;"2572116X, 2214109X";"Elsevier Ltd";Yes;No;8,055;Q1;168;362;866;6227;4650;238;5,74;17,20;50,06;0;United Kingdom;Western Europe;"Elsevier Ltd";"2013-2026";"Medicine (miscellaneous) (Q1)";"Medicine"
111;21100860945;"Science Immunology";journal;"24709468";"American Association for the Advancement of Science";No;No;8,014;Q1;136;105;241;5231;2324;217;9,12;49,82;38,85;6;United States;Northern America;"American Association for the Advancement of Science";"2016-2026";"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
112;21100863710;"Annual Review of Organizational Psychology and Organizational Behavior";journal;"23270608";"Annual Reviews Inc.";No;No;7,999;Q1;98;19;59;2030;762;57;12,44;106,84;47,73;8;United States;Northern America;"Annual Reviews Inc.";"2014-2025";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Psychology"
113;14816;"Trends in Biochemical Sciences";journal;"13624326, 09680004";"Elsevier Ltd";No;No;7,974;Q1;318;104;308;7302;3901;285;10,59;70,21;32,89;4;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Biochemistry (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology"
114;21100773752;"Nature Microbiology";journal;"20585276";"Nature Research";No;No;7,922;Q1;176;295;657;13525;6813;526;9,74;45,85;36,54;38;United Kingdom;Western Europe;"Nature Research";"2016-2026";"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
115;22126;"Genes and Development";journal;"15495477, 08909369";"Cold Spring Harbor Laboratory Press";No;No;7,920;Q1;499;127;549;8886;5234;549;8,49;69,97;39,24;4;United States;Northern America;"Cold Spring Harbor Laboratory Press";"1987-2026";"Developmental Biology (Q1); Genetics (Q1)";"Biochemistry, Genetics and Molecular Biology"
116;19700200701;"Annual Review of Economics";journal;"19411383, 19411391";"Annual Reviews Inc.";No;No;7,907;Q1;97;35;66;3653;428;66;4,11;104,37;19,70;31;United States;Northern America;"Annual Reviews Inc.";"2010-2025";"Economics and Econometrics (Q1)";"Economics, Econometrics and Finance"
117;110325;"Annual Review of Ecology, Evolution, and Systematics";book series;"15452069, 1543592X";"Annual Reviews Inc.";No;No;7,875;Q1;263;25;71;3549;1051;71;14,71;141,96;25,00;6;United States;Northern America;"Annual Reviews Inc.";"2003-2025";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)";"Agricultural and Biological Sciences; Environmental Science"
118;7500153126;"Journal of the European Economic Association";journal;"15424774, 15424766";"Wiley-Blackwell";No;No;7,832;Q1;130;50;125;2545;506;125;3,41;50,90;22,58;48;United States;Northern America;"Wiley-Blackwell";"2003-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
119;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";"SAGE Publications Inc.";No;No;7,782;Q1;204;15;46;2282;652;45;13,50;152,13;35,42;5;United States;Northern America;"SAGE Publications Inc.";"1997-2026";"Social Psychology (Q1)";"Psychology"
120;24721;"Annals of Mathematics";journal;"0003486X, 19398980";"Department of Mathematics at Princeton University";No;No;7,770;Q1;153;36;115;1536;586;113;4,64;42,67;7,25;0;United States;Northern America;"Department of Mathematics at Princeton University";"1996-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
121;28366;"Gut";journal;"14683288, 00175749";"BMJ Publishing Group";No;No;7,763;Q1;385;309;878;11609;11508;609;13,22;37,57;38,25;79;United Kingdom;Western Europe;"BMJ Publishing Group";"1960-2026";"Gastroenterology (Q1)";"Medicine"
122;21272;"Journal of Experimental Medicine";journal;"00221007, 15409538";"Rockefeller University Press";No;No;7,757;Q1;513;212;675;12126;7376;644;10,65;57,20;41,07;11;United States;Northern America;"Rockefeller University Press";"1896-1902, 1905-2026";"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)";"Immunology and Microbiology; Medicine"
123;21100198409;"Nature Climate Change";journal;"17586798, 1758678X";"Nature Research";No;No;7,735;Q1;322;276;769;7912;10320;522;11,62;28,67;29,89;171;United Kingdom;Western Europe;"Nature Research";"2009, 2011-2026";"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Environmental Science; Social Sciences"
124;19900191885;"American Economic Journal: Macroeconomics";journal;"19457707, 19457715";"American Economic Association";No;No;7,711;Q1;96;40;95;2072;349;95;3,64;51,80;10,64;31;United States;Northern America;"American Economic Association";"2009-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
125;4600151524;"Annual Review of Clinical Psychology";book series;"15485951, 15485943";"Annual Reviews Inc.";No;No;7,696;Q1;166;24;63;3061;1141;59;14,79;127,54;45,59;8;United States;Northern America;"Annual Reviews Inc.";"2005-2025";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
126;5800207366;"Nature Protocols";journal;"17502799, 17542189";"Springer Nature";No;No;7,649;Q1;339;151;454;7220;5926;450;10,64;47,81;33,14;7;United Kingdom;Western Europe;"Springer Nature";"2006-2026";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology"
127;24769;"Materials Today";journal;"13697021, 18734103";"Elsevier B.V.";Yes;No;7,609;Q1;262;88;414;8526;4626;181;13,45;96,89;26,56;2;Netherlands;Western Europe;"Elsevier B.V.";"1999, 2002-2026";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)";"Engineering; Materials Science; Physics and Astronomy"
128;22899;"Journal of Consumer Research";journal;"00935301, 15375277";"Oxford University Press";No;No;7,595;Q1;248;62;185;4619;1300;182;6,56;74,50;54,36;7;United Kingdom;Western Europe;"Oxford University Press";"1975, 1977-1978, 1984, 1988, 1991-1992, 1996-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
129;21100420583;"JAMA Oncology";journal;"23742445, 23742437";"American Medical Association";No;No;7,593;Q1;208;429;1253;6123;9974;633;8,39;14,27;38,39;111;United States;Northern America;"American Medical Association";"2015-2026";"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
130;21100884663;"Nature Electronics";journal;"25201131";"Nature Publishing Group";No;No;7,561;Q1;159;151;179;3125;1804;97;10,08;20,70;20,82;9;United Kingdom;Western Europe;"Nature Publishing Group";"2018-2026";"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1)";"Engineering; Materials Science; Physics and Astronomy"
131;21100394875;"Cell Systems";journal;"24054720, 24054712";"Cell Press";No;No;7,556;Q1;107;108;444;5406;3135;362;6,36;50,06;30,66;4;United States;Northern America;"Cell Press";"2015-2026";"Cell Biology (Q1); Histology (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
132;17900156715;"IEEE Communications Surveys and Tutorials";journal;"1553877X";"Institute of Electrical and Electronics Engineers Inc.";Yes;No;7,553;Q1;314;129;355;23572;13261;348;34,87;182,73;20,16;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2004-2026";"Electrical and Electronic Engineering (Q1)";"Engineering"
133;19900191884;"American Economic Journal: Economic Policy";journal;"19457731, 1945774X";"American Economic Association";No;No;7,548;Q1;106;44;138;2180;719;138;4,47;49,55;27,18;44;United States;Northern America;"American Economic Association";"2009-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
134;24204;"Review of Economics and Statistics";journal;"00346535, 15309142";"MIT Press";No;No;7,538;Q1;219;67;213;2799;1041;213;4,51;41,78;23,17;62;United States;Northern America;"MIT Press";"1978-2025";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Social Sciences"
